"Gene","GENENAME","AIS_vs_Normal","MIA_vs_Normal","LUAD_vs_Normal","MIA_vs_AIS","LUAD_vs_AIS","LUAD_vs_MIA","Pattern"
"ONECUT1","one cut homeobox 1",1.850009574,1.968481809,4.392498791,0.118472235,2.542489218,2.424016982,"p2"
"OTX1","orthodenticle homeobox 1",1.504722897,1.589504784,2.763187549,0.084781888,1.258464652,1.173682765,"p2"
"OXT","oxytocin/neurophysin I prepropeptide",1.665181762,0.811971763,2.092724719,-0.853209999,0.427542957,1.280752956,"p2"
"PCP4","Purkinje cell protein 4",2.308439755,1.483866922,3.318827258,-0.824572833,1.010387503,1.834960336,"p2"
"PROM1","prominin 1",1.514457716,1.398306814,3.370408204,-0.116150902,1.855950489,1.97210139,"p2"
"PYCR1","pyrroline-5-carboxylate reductase 1",1.532187127,1.541255787,2.573271169,0.00906866,1.041084042,1.032015382,"p2"
"RAET1L","retinoic acid early transcript 1L",3.421463768,3.275612902,4.954682694,-0.145850866,1.533218926,1.679069792,"p2"
"RASAL1","RAS protein activator like 1",1.900081541,2.047606042,3.079485006,0.147524501,1.179403464,1.031878964,"p2"
"RUFY4","RUN and FYVE domain containing 4",1.141471002,0.707487296,1.748622324,-0.433983706,0.607151322,1.041135028,"p2"
"SCG5","secretogranin V",1.09550659,0.337030621,1.471285627,-0.758475969,0.375779037,1.134255006,"p2"
"SCGB2A1","secretoglobin family 2A member 1",1.277933655,1.449513017,2.736365995,0.171579362,1.45843234,1.286852978,"p2"
"SIX1","SIX homeobox 1",1.814528212,2.05938048,3.190053062,0.244852267,1.37552485,1.130672583,"p2"
"SIX6","SIX homeobox 6",1.148445274,1.022914392,2.168826774,-0.125530882,1.0203815,1.145912382,"p2"
"SLC24A2","solute carrier family 24 member 2",1.35161978,2.262614774,4.109833965,0.910994994,2.758214185,1.847219191,"p2"
"SLC35F3","solute carrier family 35 member F3",1.623906089,1.082279417,2.503300103,-0.541626672,0.879394014,1.421020686,"p2"
"SLC7A11","solute carrier family 7 member 11",1.250985735,0.743136644,2.406350687,-0.507849091,1.155364952,1.663214043,"p2"
"SPDEF","SAM pointed domain containing ETS transcription factor",2.07314806,2.432469187,3.495020264,0.359321128,1.421872204,1.062551077,"p2"
"SPP1","secreted phosphoprotein 1",2.188488241,2.872083096,5.333869372,0.683594855,3.145381131,2.461786276,"p2"
"TAF7L","TATA-box binding protein associated factor 7 like",1.001585006,0.845950662,2.476625215,-0.155634344,1.475040209,1.630674553,"p2"
"TFAP2A","transcription factor AP-2 alpha",1.042158986,1.255520891,3.071668461,0.213361905,2.029509475,1.81614757,"p2"
"TMEM63C","transmembrane protein 63C",1.826195941,2.213771222,4.155879555,0.38757528,2.329683614,1.942108333,"p2"
"TMPRSS4","transmembrane serine protease 4",3.770960367,3.524647585,5.189437626,-0.246312781,1.41847726,1.664790041,"p2"
"TRIM31","tripartite motif containing 31",1.310821843,1.402043239,3.064796581,0.091221397,1.753974739,1.662753342,"p2"
"TRIM54","tripartite motif containing 54",2.220399438,2.332131658,3.502257718,0.11173222,1.28185828,1.17012606,"p2"
"TSACC","TSSK6 activating cochaperone",1.25691701,0.90806536,2.418266187,-0.34885165,1.161349176,1.510200826,"p2"
"UBE2T","ubiquitin conjugating enzyme E2 T",1.186270247,0.709141426,1.755183014,-0.477128821,0.568912767,1.046041589,"p2"
"UGT8","UDP glycosyltransferase 8",1.521350608,1.481770343,2.651248137,-0.039580266,1.129897529,1.169477795,"p2"
"USP26","ubiquitin specific peptidase 26",1.604327826,1.71124303,3.216402172,0.106915204,1.612074346,1.505159142,"p2"
"VTCN1","V-set domain containing T cell activation inhibitor 1",1.307051978,1.942868231,4.06199201,0.635816253,2.754940031,2.119123779,"p2"
"WFDC10B","WAP four-disulfide core domain 10B",1.021811432,0.520523441,1.749838801,-0.501287992,0.728027369,1.229315361,"p2"
"WFDC13","WAP four-disulfide core domain 13",1.27896983,0.435107549,1.853232126,-0.843862281,0.574262296,1.418124577,"p2"
"WFDC3","WAP four-disulfide core domain 3",1.562541704,0.933624199,3.048804871,-0.628917506,1.486263167,2.115180673,"p2"
"XAGE1B","X antigen family member 1B",2.98646082,2.57069259,4.579116966,-0.41576823,1.592656146,2.008424376,"p2"
"ZWINT","ZW10 interacting kinetochore protein",1.006984832,0.620219782,1.921904926,-0.38676505,0.914920094,1.301685144,"p2"
"AARD","alanine and arginine rich domain containing protein",1.069906872,0.515717501,-0.460449236,-0.554189371,-1.530356108,-0.976166737,"p3"
"ABCA4","ATP binding cassette subfamily A member 4",4.578295728,4.460919275,4.22008008,-0.117376454,-0.358215648,-0.240839195,"p3"
"ABCC3","ATP binding cassette subfamily C member 3",2.26185181,2.759895937,3.123013579,0.498044127,0.861161769,0.363117642,"p3"
"ACSL5","acyl-CoA synthetase long chain family member 5",1.039180353,0.90092662,1.304840604,-0.138253732,0.265660251,0.403913983,"p3"
"ACSM3","acyl-CoA synthetase medium chain family member 3",1.90510081,1.515012904,1.225410158,-0.390087906,-0.679690652,-0.289602746,"p3"
"ACY3","aminoacylase 3",2.144231525,1.65349487,2.603806545,-0.490736656,0.45957502,0.950311675,"p3"
"ADAM28","ADAM metallopeptidase domain 28",1.085086576,1.202485915,1.599806658,0.117399339,0.514720082,0.397320743,"p3"
"ADM2","adrenomedullin 2",2.543924769,2.12424764,2.702837122,-0.419677129,0.158912352,0.578589482,"p3"
"AEN","apoptosis enhancing nuclease",1.04901956,0.730861674,0.074062578,-0.318157886,-0.974956982,-0.656799096,"p3"
"AGL","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",1.07285182,0.598701994,0.488944711,-0.474149826,-0.583907109,-0.109757283,"p3"
"AGR2","anterior gradient 2, protein disulphide isomerase family member",1.948939784,1.96771752,2.771822489,0.018777735,0.822882704,0.804104969,"p3"
"AGR3","anterior gradient 3, protein disulphide isomerase family member",1.521764954,1.731930008,1.555489885,0.210165054,0.033724931,-0.176440122,"p3"
"AHCYL2","adenosylhomocysteinase like 2",1.145847917,0.789352062,0.401995835,-0.356495855,-0.743852083,-0.387356228,"p3"
"AIM2","absent in melanoma 2",1.159315564,1.007182363,1.674725078,-0.152133201,0.515409514,0.667542715,"p3"
"ALPL","alkaline phosphatase, biomineralization associated",1.153567361,1.220860639,0.826353803,0.067293278,-0.327213558,-0.394506835,"p3"
"ANKDD1B","ankyrin repeat and death domain containing 1B",1.099221932,1.374542265,1.084601819,0.275320333,-0.014620113,-0.289940446,"p3"
"ANKEF1","ankyrin repeat and EF-hand domain containing 1",1.245161847,0.981306265,1.178499442,-0.263855582,-0.066662406,0.197193177,"p3"
"ANKRD18A","ankyrin repeat domain 18A",1.189823803,0.513342382,1.183436064,-0.67648142,-0.006387739,0.670093682,"p3"
"ANKRD22","ankyrin repeat domain 22",2.238392017,2.224156357,3.040097351,-0.014235661,0.801705334,0.815940995,"p3"
"ANKRD65","ankyrin repeat domain 65",1.10715418,0.950118595,0.912894545,-0.157035585,-0.194259635,-0.03722405,"p3"
"AOC1","amine oxidase copper containing 1",1.578166939,2.20807706,2.980539257,0.629910121,1.402372318,0.772462197,"p3"
"AP1M2","adaptor related protein complex 1 subunit mu 2",1.05038858,0.828402162,1.02325685,-0.221986417,-0.02713173,0.194854688,"p3"
"AQP3","aquaporin 3 (Gill blood group)",1.704599264,1.628513728,1.815686026,-0.076085536,0.111086762,0.187172298,"p3"
"AQP5","aquaporin 5",1.657337566,2.643051115,1.991829911,0.985713548,0.334492345,-0.651221204,"p3"
"AQP6","aquaporin 6",1.445831775,2.279728485,2.661169439,0.83389671,1.215337664,0.381440954,"p3"
"ARHGAP40","Rho GTPase activating protein 40",3.689769359,4.197193882,4.367200712,0.507424523,0.677431353,0.17000683,"p3"
"ARHGAP8","Rho GTPase activating protein 8",1.182617206,1.117963519,1.062801241,-0.064653686,-0.119815965,-0.055162279,"p3"
"ARHGEF16","Rho guanine nucleotide exchange factor 16",1.066341313,1.245027755,1.689321841,0.178686442,0.622980528,0.444294086,"p3"
"ARHGEF38","Rho guanine nucleotide exchange factor 38",1.178989049,0.972672348,1.203135884,-0.206316701,0.024146835,0.230463536,"p3"
"ARMC9","armadillo repeat containing 9",1.101658264,0.76303235,0.657108671,-0.338625914,-0.444549594,-0.10592368,"p3"
"ARSE","arylsulfatase E",2.231210667,2.043921178,2.185947632,-0.18728949,-0.045263036,0.142026454,"p3"
"ATP1B1","ATPase Na+/K+ transporting subunit beta 1",1.206232632,1.303082023,1.59909613,0.096849392,0.392863499,0.296014107,"p3"
"ATP6V0A4","ATPase H+ transporting V0 subunit a4",1.640081399,2.0951513,2.71982735,0.455069901,1.07974595,0.624676049,"p3"
"AZGP1","alpha-2-glycoprotein 1, zinc-binding",1.784848417,1.712177018,2.120203931,-0.072671399,0.335355513,0.408026913,"p3"
"B3GNT6","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",4.284295082,4.581107714,4.74983418,0.296812632,0.465539098,0.168726467,"p3"
"B4GALNT3","beta-1,4-N-acetyl-galactosaminyltransferase 3",1.26471078,1.749062104,1.640526858,0.484351324,0.375816079,-0.108535246,"p3"
"BAAT","bile acid-CoA:amino acid N-acyltransferase",3.859943835,3.860514295,3.431283757,0.000570461,-0.428660077,-0.429230538,"p3"
"BANK1","B cell scaffold protein with ankyrin repeats 1",1.187390883,0.884536392,0.552867814,-0.302854491,-0.63452307,-0.331668579,"p3"
"BCAS4","breast carcinoma amplified sequence 4",1.006932525,0.779590067,1.205550146,-0.227342458,0.198617621,0.425960078,"p3"
"BCAT1","branched chain amino acid transaminase 1",2.167737292,1.611483768,1.164505082,-0.556253524,-1.00323221,-0.446978686,"p3"
"BDH1","3-hydroxybutyrate dehydrogenase 1",1.402103695,1.129638822,1.590203636,-0.272464873,0.188099941,0.460564814,"p3"
"BEX2","brain expressed X-linked 2",1.152155969,0.768313603,0.988284673,-0.383842366,-0.163871296,0.21997107,"p3"
"BHLHA15","basic helix-loop-helix family member a15",1.336569888,0.741221801,1.217262541,-0.595348088,-0.119307347,0.47604074,"p3"
"BIK","BCL2 interacting killer",1.123851051,1.224374042,2.016850437,0.100522991,0.892999387,0.792476396,"p3"
"BIRC3","baculoviral IAP repeat containing 3",1.088118615,0.837638587,0.683787902,-0.250480029,-0.404330713,-0.153850685,"p3"
"BLK","BLK proto-oncogene, Src family tyrosine kinase",2.22881869,2.016912747,1.452116454,-0.211905943,-0.776702237,-0.564796294,"p3"
"BLNK","B cell linker",1.073891328,1.046519889,1.009359549,-0.027371439,-0.064531779,-0.03716034,"p3"
"BMP3","bone morphogenetic protein 3",1.386057747,1.613678065,1.210765609,0.227620318,-0.175292138,-0.402912456,"p3"
"BSPRY","B-box and SPRY domain containing",1.263172876,0.699589173,1.169734563,-0.563583703,-0.093438314,0.47014539,"p3"
"C12orf42","chromosome 12 open reading frame 42",1.100953495,1.028671847,1.35118515,-0.072281648,0.250231655,0.322513303,"p3"
"C15orf54","chromosome 15 open reading frame 54 (putative)",1.624108983,1.999968036,2.954421218,0.375859054,1.330312235,0.954453181,"p3"
"C16orf89","chromosome 16 open reading frame 89",2.06604877,1.788578104,1.513228824,-0.277470666,-0.552819946,-0.275349279,"p3"
"C17orf47",NA,1.014265086,0.865235309,1.116325591,-0.149029777,0.102060505,0.251090282,"p3"
"C1orf53","chromosome 1 open reading frame 53",1.877781206,1.672542878,1.98144088,-0.205238328,0.103659674,0.308898002,"p3"
"C3orf30",NA,1.232660757,1.909846939,2.549338591,0.677186182,1.316677834,0.639491652,"p3"
"C3orf52","chromosome 3 open reading frame 52",1.46209287,1.028523927,0.570167957,-0.433568942,-0.891924913,-0.45835597,"p3"
"C4BPA","complement component 4 binding protein alpha",3.025093714,2.35158283,1.438718459,-0.673510884,-1.586375255,-0.912864372,"p3"
"C4orf19","chromosome 4 open reading frame 19",1.497105343,0.941142531,0.643650836,-0.555962811,-0.853454507,-0.297491696,"p3"
"C5orf46","chromosome 5 open reading frame 46",2.245526897,2.466990812,2.701190357,0.221463915,0.45566346,0.234199545,"p3"
"C8orf34","chromosome 8 open reading frame 34",1.593762239,0.896742533,-0.079540266,-0.697019705,-1.673302504,-0.976282799,"p3"
"C9orf152","chromosome 9 open reading frame 152",1.187015656,1.124879767,0.807439191,-0.062135889,-0.379576465,-0.317440576,"p3"
"CACNA1I","calcium voltage-gated channel subunit alpha1 I",1.147226267,1.268299534,1.628791066,0.121073267,0.481564799,0.360491532,"p3"
"CAMK1D","calcium/calmodulin dependent protein kinase ID",1.271774246,1.286597844,1.218331492,0.014823597,-0.053442754,-0.068266351,"p3"
"CAMSAP3","calmodulin regulated spectrin associated protein family member 3",1.02377959,0.731997112,0.503914547,-0.291782478,-0.519865043,-0.228082565,"p3"
"CAPN13","calpain 13",1.361264238,1.412508998,1.497571419,0.051244761,0.136307181,0.08506242,"p3"
"CAPN8","calpain 8",1.885145071,2.130719994,2.084601008,0.245574923,0.199455937,-0.046118986,"p3"
"CASR","calcium sensing receptor",3.256727686,3.748141036,3.920137146,0.491413349,0.66340946,0.17199611,"p3"
"CBLC","Cbl proto-oncogene C",1.761564103,1.920806255,2.604718714,0.159242152,0.843154611,0.683912459,"p3"
"CCL13","C-C motif chemokine ligand 13",1.270666168,0.863155456,1.011918718,-0.407510713,-0.25874745,0.148763263,"p3"
"CCL17","C-C motif chemokine ligand 17",1.996603683,2.406534674,1.56729119,0.409930991,-0.429312494,-0.839243485,"p3"
"CCL19","C-C motif chemokine ligand 19",2.232639475,1.902778739,1.95385311,-0.329860736,-0.278786365,0.051074371,"p3"
"CCL22","C-C motif chemokine ligand 22",2.034378016,1.827186685,1.846041025,-0.207191331,-0.188336991,0.01885434,"p3"
"CCR4","C-C motif chemokine receptor 4",1.269502497,1.43222693,0.897376994,0.162724433,-0.372125502,-0.534849936,"p3"
"CCR6","C-C motif chemokine receptor 6",1.836684036,1.752953601,1.359520263,-0.083730434,-0.477163772,-0.393433338,"p3"
"CCR7","C-C motif chemokine receptor 7",1.299692491,1.284710629,0.875931931,-0.014981862,-0.42376056,-0.408778698,"p3"
"CCR8","C-C motif chemokine receptor 8",1.243057306,1.301666313,1.990558934,0.058609007,0.747501628,0.688892621,"p3"
"CD19","CD19 molecule",2.228940524,2.174450929,2.253961624,-0.054489596,0.025021099,0.079510695,"p3"
"CD1A","CD1a molecule",3.825275463,3.069447844,3.597587332,-0.755827619,-0.227688131,0.528139489,"p3"
"CD1E","CD1e molecule",1.146539811,0.77259535,0.543093148,-0.373944461,-0.603446663,-0.229502202,"p3"
"CD207","CD207 molecule",2.848417723,2.268305791,2.465649644,-0.580111932,-0.382768079,0.197343853,"p3"
"CD27","CD27 molecule",1.168275552,0.882931608,1.073408251,-0.285343943,-0.094867301,0.190476643,"p3"
"CD79A","CD79a molecule",1.517954852,1.271410932,1.607555756,-0.24654392,0.089600904,0.336144824,"p3"
"CDCA7","cell division cycle associated 7",2.579021518,2.383637021,2.950016105,-0.195384498,0.370994587,0.566379085,"p3"
"CDH1","cadherin 1",1.160333544,1.086748833,1.67254912,-0.073584712,0.512215576,0.585800287,"p3"
"CDH15","cadherin 15",1.186104204,1.255372656,1.707884861,0.069268452,0.521780657,0.452512205,"p3"
"CDH3","cadherin 3",2.256214061,2.153572498,2.958305964,-0.102641562,0.702091904,0.804733466,"p3"
"CDKL2","cyclin dependent kinase like 2",1.261738522,1.044356212,1.081757691,-0.21738231,-0.179980831,0.037401479,"p3"
"CDKN2A","cyclin dependent kinase inhibitor 2A",1.23840974,1.285750581,2.236719922,0.047340841,0.998310182,0.950969341,"p3"
"CEACAM1","carcinoembryonic antigen related cell adhesion molecule 1",1.120285409,0.920216941,1.587002805,-0.200068468,0.466717395,0.666785863,"p3"
"CEACAM6","carcinoembryonic antigen related cell adhesion molecule 6",1.340812596,1.575782066,2.279242221,0.23496947,0.938429625,0.703460155,"p3"
"CEP70","centrosomal protein 70",1.109744343,0.73229014,0.704654426,-0.377454202,-0.405089917,-0.027635714,"p3"
"CFTR","cystic fibrosis transmembrane conductance regulator",1.284518719,0.700928182,0.094204027,-0.583590537,-1.190314693,-0.606724155,"p3"
"CHI3L1","chitinase 3 like 1",2.239836552,1.629469773,1.732579545,-0.610366778,-0.507257006,0.103109772,"p3"
"CHRNA6","cholinergic receptor nicotinic alpha 6 subunit",1.362624676,0.991736294,1.770888399,-0.370888382,0.408263722,0.779152104,"p3"
"CHRNB3","cholinergic receptor nicotinic beta 3 subunit",3.178192617,3.996827464,3.877471835,0.818634847,0.699279218,-0.119355629,"p3"
"CISH","cytokine inducible SH2 containing protein",1.219208869,0.797104083,0.251874433,-0.422104786,-0.967334436,-0.54522965,"p3"
"CIT","citron rho-interacting serine/threonine kinase",1.499057758,2.095961165,2.426264439,0.596903406,0.92720668,0.330303274,"p3"
"CKMT1A","creatine kinase, mitochondrial 1A",1.944671723,1.687000935,2.179795309,-0.257670788,0.235123586,0.492794374,"p3"
"CKMT1B","creatine kinase, mitochondrial 1B",1.160088338,1.294741323,1.39486002,0.134652986,0.234771683,0.100118697,"p3"
"CKS2","CDC28 protein kinase regulatory subunit 2",1.342469964,0.87489117,0.91250375,-0.467578794,-0.429966214,0.03761258,"p3"
"CLCNKB","chloride voltage-gated channel Kb",1.223449728,1.139705988,1.228908119,-0.08374374,0.005458391,0.089202131,"p3"
"CLDN1","claudin 1",1.576988957,1.215569955,1.815289032,-0.361419002,0.238300076,0.599719077,"p3"
"CLDN2","claudin 2",3.789737271,4.594801944,5.199612999,0.805064674,1.409875728,0.604811055,"p3"
"CLDN4","claudin 4",1.242876773,1.286532068,1.83723316,0.043655296,0.594356387,0.550701092,"p3"
"CLEC17A","C-type lectin domain containing 17A",1.443082345,1.820645138,1.501277652,0.377562794,0.058195308,-0.319367486,"p3"
"CLEC5A","C-type lectin domain containing 5A",1.958517824,1.506064742,1.350590059,-0.452453082,-0.607927765,-0.155474683,"p3"
"CLECL1","C-type lectin like 1",1.071425886,1.181464306,0.769045708,0.11003842,-0.302380178,-0.412418598,"p3"
"CLIC6","chloride intracellular channel 6",2.222943892,2.122296668,2.582360017,-0.100647223,0.359416125,0.460063348,"p3"
"CLLU1","chronic lymphocytic leukemia up-regulated 1",2.28128611,2.227447959,2.058893689,-0.053838152,-0.222392421,-0.16855427,"p3"
"CLUL1","clusterin like 1",1.265722248,1.033002485,0.948859103,-0.232719763,-0.316863145,-0.084143382,"p3"
"CNGB1","cyclic nucleotide gated channel beta 1",2.847569505,3.137449732,3.724445647,0.289880227,0.876876142,0.586995915,"p3"
"CNNM1","cyclin and CBS domain divalent metal cation transport mediator 1",1.121430293,0.805163996,1.187031126,-0.316266297,0.065600833,0.38186713,"p3"
"CNR2","cannabinoid receptor 2",1.817104099,1.816877135,1.462867366,-0.000226964,-0.354236733,-0.354009769,"p3"
"COLCA1","colorectal cancer associated 1",1.196358865,1.113276073,0.286902454,-0.083082792,-0.909456412,-0.82637362,"p3"
"CPA6","carboxypeptidase A6",2.157286365,2.589296943,1.772050801,0.432010578,-0.385235563,-0.817246141,"p3"
"CPNE7","copine 7",1.161840553,1.995004062,2.093464716,0.833163509,0.931624163,0.098460654,"p3"
"CPT1B","carnitine palmitoyltransferase 1B",1.23121572,1.028923773,1.140673195,-0.202291947,-0.090542525,0.111749422,"p3"
"CREB3L1","cAMP responsive element binding protein 3 like 1",1.607412235,1.033718977,0.699609226,-0.573693259,-0.907803009,-0.334109751,"p3"
"CRYM","crystallin mu",3.479270764,3.031907402,3.007334774,-0.447363362,-0.47193599,-0.024572628,"p3"
"CST2","cystatin SA",1.9533526,2.425790206,2.829320718,0.472437606,0.875968117,0.403530511,"p3"
"CTAGE9","CTAGE family member 9",1.012056306,0.915188763,1.782944212,-0.096867543,0.770887906,0.867755449,"p3"
"CTSE","cathepsin E",2.310256158,2.152795642,1.743011856,-0.157460516,-0.567244302,-0.409783786,"p3"
"CTSH","cathepsin H",1.572318041,1.212072514,0.603340049,-0.360245526,-0.968977992,-0.608732466,"p3"
